Year, Month, Day, Latitude, Longitude, Rust Severity:WheatLeafRust, Rust Incidence:WheatLeafRust, Binary disease presence  
2010,12,31,7.073,40.238,0,0,0
2010,12,31,7.0764,40.205,0,0,0
2010,12,31,7.0772,40.144,0,0,0
2010,12,31,7.0899,40.281,0,0,0
2010,12,31,7.0924,40.075,0,0,0
2010,12,31,7.1,40.05,0,0,0
2010,12,31,7.101,40.152,0,0,0
2010,12,31,7.1028,40.284,0,0,0
2010,12,31,7.1052,40.038,0,0,0
2010,12,31,7.1202,40.291,0,0,0
2010,12,31,7.1432,40.188,0,0,0
2010,12,31,7.1452,40.039,0,0,0
2010,12,31,7.1494,40.293,0,0,0
2010,12,31,7.1583,40.23,0,0,0
2010,12,31,7.1626,40.278,0,0,0
2010,12,31,7.1702,40.254,0,0,0
2010,12,31,7.1707,40.236,0,0,0
2011,9,5,12.293,39.233,0,0,0
2011,9,5,12.296,39.182,0,0,0
2011,9,5,12.305,39.153,0,0,0
2011,9,5,12.316,39.282,0,0,0
2011,9,5,12.323,39.295,0,0,0
2011,9,5,12.341,39.314,0,0,0
2011,9,5,12.346,39.282,0,0,0
2011,9,5,12.366,39.312,0,0,0
2011,9,5,12.402,39.316,0,0,0
2011,9,5,12.441,39.313,0,0,0
2011,9,5,12.54,39.202,3,3,1
2011,9,6,12.141,39.231,1,3,1
2011,9,6,12.452,39.295,0,0,0
2011,9,6,12.463,39.274,1,1,1
2011,9,6,12.464,39.261,0,0,0
2011,9,6,12.493,39.325,0,0,0
2011,9,6,12.502,39.333,0,0,0
2011,9,6,12.522,39.332,0,0,0
2011,9,6,12.535,39.306,0,0,0
2011,9,6,12.546,39.245,0,0,0
2011,9,6,12.551,39.272,0,0,0
2011,9,6,12.552,39.293,0,0,0
2011,9,6,12.554,39.32,0,0,0
2011,9,6,12.554,39.325,0,0,0
2011,9,6,12.564,39.311,0,0,0
2011,9,7,12.276,39.312,0,0,0
2011,9,7,12.292,39.305,0,0,0
2011,9,7,12.324,39.306,0,0,0
2011,9,7,12.383,39.322,0,0,0
2011,9,7,12.462,39.315,0,0,0
2011,9,7,12.463,39.334,0,0,0
2011,10,7,8.2404,38.889,0,0,0
2011,10,7,8.3085,38.952,0,0,0
2011,10,7,8.3085,38.952,1,1,1
2011,10,7,8.3613,39,0,0,0
2011,10,7,8.5727,39.116,0,0,0
2011,10,7,8.6079,39.608,0,0,0
2011,10,8,7.4186,38.674,0,0,0
2011,10,8,7.4693,38.676,0,0,0
2011,10,8,7.9336,38.699,1,3,1
2011,10,8,7.983,38.633,1,1,1
2011,10,8,8.0114,38.578,0,0,0
2011,10,8,8.0315,38.513,0,0,0
2011,10,8,8.1105,38.46,1,3,1
2011,10,8,8.1107,38.785,1,2,1
2011,10,8,8.6333,38.603,1,1,1
2011,10,8,8.73,38.644,0,0,0
2011,10,8,8.831,38.652,0,0,0
2011,10,8,8.831,38.652,0,0,0
2011,10,9,7.9448,38.259,0,0,0
2011,10,9,8.2726,38.518,0,0,0
2011,10,9,8.4214,38.618,1,1,1
2011,10,9,8.4874,38.628,0,0,0
2011,10,9,8.5613,38.635,0,0,0
2011,10,10,7.4174,37.807,1,1,1
2011,10,10,7.5192,37.872,1,3,1
2011,10,10,7.63,37.94,1,1,1
2011,10,10,7.6854,38.016,1,2,1
2011,10,10,7.701,38.095,0,0,0
2011,10,11,7.1909,37.952,0,0,0
2011,10,11,7.2079,37.832,0,0,0
2011,10,11,7.2255,38.629,1,1,1
2011,10,11,7.2905,38.65,1,1,1
2011,10,11,7.2931,37.769,1,1,1
2011,10,11,7.3284,37.781,0,0,0
2011,10,16,12.21,39.201,0,0,0
2011,10,16,12.21,39.214,0,0,0
2011,10,16,12.212,39.24,0,0,0
2011,10,16,12.221,39.282,0,0,0
2011,10,16,12.223,39.253,1,1,1
2011,10,16,12.295,39.455,0,0,0
2011,10,16,12.353,39.386,0,0,0
2011,10,16,12.403,39.441,0,0,0
2011,10,16,12.413,39.433,1,1,1
2011,10,16,12.415,39.385,0,0,0
2011,10,16,12.436,39.421,0,0,0
2011,10,16,12.455,39.383,0,0,0
2011,10,16,12.466,39.374,1,1,1
2011,10,16,12.47,39.394,0,0,0
2011,10,16,12.483,39.391,0,0,0
2011,10,16,12.511,39.421,0,0,0
2011,10,18,8.0181,38.111,1,1,1
2011,10,18,8.9734,37.991,1,1,1
2011,10,18,8.9942,38.061,1,1,1
2011,10,18,9.0031,38.142,0,0,0
2011,10,18,9.0053,38.236,1,1,1
2011,10,18,9.017,38.204,1,1,1
2011,10,18,9.0176,38.148,0,0,0
2011,10,18,9.0178,38.147,1,1,1
2011,10,19,8.7201,38.168,0,0,0
2011,10,19,8.7934,38.135,0,0,0
2011,10,19,8.8046,38.111,0,0,0
2011,10,19,8.8196,38.104,0,0,0
2011,10,19,8.8362,38.107,0,0,0
2011,10,19,8.8394,38.105,0,0,0
2011,10,19,8.8481,38.097,0,0,0
2011,10,19,8.857,38.093,0,0,0
2011,10,19,8.8683,38.091,0,0,0
2011,10,19,8.8793,38.095,0,0,0
2011,10,19,8.8796,38.095,0,0,0
2011,10,19,8.8921,38.101,0,0,0
2011,10,19,8.919,38.108,0,0,0
2011,10,19,8.9281,38.114,0,0,0
2011,10,19,8.9584,38.117,1,1,1
2011,10,19,8.9729,38.122,1,1,1
2011,10,19,8.9953,38.143,0,0,0
2011,10,19,8.9971,37.145,1,1,1
2011,10,19,9.031,38.13,0,0,0
2011,10,19,9.0405,38.128,0,0,0
2011,10,20,8.5772,38.001,1,1,1
2011,10,20,8.5961,37.872,1,2,1
2011,10,20,8.5976,37.849,1,1,1
2011,10,20,8.5984,37.821,1,1,1
2011,10,20,8.6007,37.776,0,0,0
2011,10,20,8.6016,37.798,1,1,1
2011,10,20,8.603,37.908,1,2,1
2011,10,20,8.6031,37.908,1,1,1
2011,10,20,8.6417,38.151,0,0,0
2011,10,20,8.6425,38.069,0,0,0
2011,10,20,8.6432,38.114,0,0,0
2011,10,20,8.6441,38.129,0,0,0
2011,10,20,8.6484,38.202,0,0,0
2011,10,21,8.5644,37.947,0,0,0
2011,10,21,8.5746,37.943,1,1,1
2011,10,21,8.5943,37.934,1,1,1
2011,10,21,8.6166,37.921,1,1,1
2011,10,21,8.6299,37.902,0,0,0
2011,10,21,8.661,37.891,0,0,0
2011,10,21,8.9,37.965,1,1,1
2011,10,27,6.9613,39.183,0,0,0
2011,10,27,6.9637,39.176,0,0,0
2011,10,27,6.9855,39.168,0,0,0
2011,10,27,6.9868,39.135,0,0,0
2011,10,27,8.772,36.493,0,0,0
2011,10,28,6.8658,39.009,0,0,0
2011,10,28,6.8859,39.048,0,0,0
2011,10,28,6.9231,39.047,0,0,0
2011,10,28,6.9675,39.026,0,0,0
2011,10,28,7.0042,39.119,0,0,0
2011,10,28,7.0044,39.099,0,0,0
2011,10,28,7.0062,39.064,0,0,0
2011,10,28,7.0115,39.155,0,0,0
2011,10,28,8.775,36.507,0,0,0
2011,10,28,8.7757,36.5,0,0,0
2011,10,28,8.7761,36.5,0,0,0
2011,10,28,8.7768,36.49,0,0,0
2011,10,28,8.78,36.481,0,0,0
2011,10,28,8.7813,36.482,0,0,0
2011,10,28,8.8068,36.48,0,0,0
2011,10,28,8.814,36.482,0,0,0
2011,10,28,8.8227,36.48,0,0,0
2011,10,28,8.8291,36.481,0,0,0
2011,10,28,9.2654,37.106,1,1,1
2011,10,29,6.985,39.206,0,0,0
2011,10,29,6.9925,39.178,0,0,0
2011,10,29,6.9938,39.247,1,1,1
2011,10,29,7.0211,39.182,0,0,0
2011,10,29,7.0307,39.198,0,0,0
2011,10,29,7.0413,39.22,0,0,0
2011,10,29,7.0442,39.271,0,0,0
2011,10,29,7.0521,39.242,0,0,0
2011,11,1,8.3845,38.331,0,0,0
2011,11,1,8.3905,38.347,0,0,0
2011,11,1,8.4557,38.391,0,0,0
2011,11,1,8.4972,38.391,0,0,0
2011,11,1,9.6192,39.489,0,0,0
2011,11,2,6.9721,39.307,0,0,0
2011,11,2,6.9872,39.306,0,0,0
2011,11,2,6.9924,39.387,0,0,0
2011,11,2,6.9968,39.277,0,0,0
2011,11,2,7.0052,39.339,0,0,0
2011,11,2,7.0054,39.376,1,1,1
2011,11,2,7.0062,39.342,0,0,0
2011,11,2,7.018,39.365,0,0,0
2011,11,2,8.3813,38.316,0,0,0
2011,11,2,8.4621,38.188,0,0,0
2011,11,2,9.3159,37.123,0,0,0
2011,11,2,9.3451,37.12,0,0,0
2011,11,2,9.3576,37.113,0,0,0
2011,11,2,9.4549,37.113,0,0,0
2011,11,2,9.5305,37.068,0,0,0
2011,11,2,9.5314,37.068,0,0,0
2011,11,2,9.5456,37.405,0,0,0
2011,11,2,9.5589,37.102,0,0,0
2011,11,3,7.0157,39.418,0,0,0
2011,11,3,7.0213,39.434,0,0,0
2011,11,3,7.0497,39.477,0,0,0
2011,11,3,7.1009,39.423,1,3,1
2011,11,3,7.1194,39.428,1,1,1
2011,11,3,7.1391,39.438,0,0,0
2011,11,3,7.1738,39.465,1,3,1
2011,11,3,7.1781,39.486,1,1,1
2011,11,3,7.1982,39.493,1,1,1
2011,11,3,7.2361,39.499,0,0,0
2011,11,3,7.2596,39.522,1,1,1
2011,11,3,8.3647,38.014,0,0,0
2011,11,3,8.386,38.077,0,0,0
2011,11,3,8.43,38.156,0,0,0
2011,11,3,9.0291,36.646,3,3,1
2011,11,3,9.0333,36.615,0,0,0
2011,11,3,9.1014,36.974,1,1,1
2011,11,3,9.2718,37.117,0,0,0
2011,11,3,9.2761,37.116,0,0,0
2011,11,3,9.3224,37.122,0,0,0
2011,11,3,9.3923,36.881,0,0,0
2011,11,3,9.5174,37.12,0,0,0
2011,11,3,9.5218,37.117,0,0,0
2011,11,3,9.5267,37.115,0,0,0
2011,11,3,9.5375,37.106,0,0,0
2011,11,3,9.5473,37.104,0,0,0
2011,11,3,9.5683,37.081,0,0,0
2011,11,3,9.5683,37.129,0,0,0
2011,11,3,9.5685,37.082,0,0,0
2011,11,3,9.5752,37.072,0,0,0
2011,11,3,9.5777,37.062,0,0,0
2011,11,3,9.5793,37.061,0,0,0
2011,11,3,9.5814,37.063,0,0,0
2011,11,3,9.5842,37.063,0,0,0
2011,11,3,9.5869,37.066,0,0,0
2011,11,3,9.6005,37.069,0,0,0
2011,11,3,9.6127,37.073,0,0,0
2011,11,4,7.0071,39.374,0,0,0
2011,11,4,7.039,39.495,0,0,0
2011,11,4,7.0427,39.527,0,0,0
2011,11,4,7.2767,39.545,0,0,0
2011,11,4,8.7389,36.482,0,0,0
2011,11,4,8.7815,36.482,0,0,0
2011,11,4,8.8504,36.478,0,0,0
2011,11,4,8.8665,36.476,0,0,0
2011,11,4,8.9204,36.474,0,0,0
2011,11,4,8.9617,36.485,0,0,0
2011,11,4,9.0215,36.5,0,0,0
2011,11,4,9.0302,36.49,0,0,0
2011,11,4,9.0517,37.438,0,0,0
2011,11,4,9.0566,37.436,0,0,0
2011,11,4,9.1865,37.335,0,0,0
2011,11,4,9.2007,37.36,0,0,0
2011,11,4,9.2088,37.359,0,0,0
2011,11,4,9.2124,37.359,0,0,0
2011,11,4,9.2197,37.36,0,0,0
2011,11,4,9.2481,37.368,0,0,0
2011,11,4,9.2867,37.384,1,1,1
2011,11,4,9.3263,37.393,0,0,0
2011,11,4,9.345,37.408,0,0,0
2011,11,4,9.3553,37.404,0,0,0
2011,11,4,9.3693,39.227,0,0,0
2011,11,4,9.3992,39.292,1,1,1
2011,11,4,9.4039,37.424,0,0,0
2011,11,4,9.4202,37.423,0,0,0
2011,11,4,9.4231,39.281,0,0,0
2011,11,4,9.4342,39.139,0,0,0
2011,11,4,9.4407,39.275,0,0,0
2011,11,4,9.4446,39.269,0,0,0
2011,11,4,9.4577,39.121,0,0,0
2011,11,4,9.464,39.088,0,0,0
2011,11,4,9.4662,39.077,0,0,0
2011,11,4,9.4688,39.065,0,0,0
2011,11,4,9.4696,38.597,0,0,0
2011,11,4,9.4702,39.116,0,0,0
2011,11,4,9.471,39.039,0,0,0
2011,11,4,9.4712,38.586,0,0,0
2011,11,4,9.4719,39.024,0,0,0
2011,11,4,9.4719,38.569,0,0,0
2011,11,4,9.4734,39.166,1,1,1
2011,11,4,9.4745,39.118,0,0,0
2011,11,4,9.4755,38.561,0,0,0
2011,11,4,9.478,38.554,0,0,0
2011,11,4,9.4876,38.54,0,0,0
2011,11,4,9.4892,38.54,0,0,0
2011,11,4,9.4999,39.125,0,0,0
2011,11,4,9.5016,37.43,1,1,1
2011,11,4,9.5228,39.424,0,0,0
2011,11,4,9.5237,39.104,0,0,0
2011,11,4,9.5278,39.098,0,0,0
2011,11,4,9.531,37.376,0,0,0
2011,11,4,9.5311,39.094,0,0,0
2011,11,4,9.5435,39.094,0,0,0
2011,11,4,9.5522,39.402,0,0,0
2011,11,4,9.5531,39.108,0,0,0
2011,11,4,9.5556,39.111,0,0,0
2011,11,4,9.5587,39.305,0,0,0
2011,11,4,9.5616,39.373,0,0,0
2011,11,4,9.5651,39.331,0,0,0
2011,11,4,9.5661,39.366,0,0,0
2011,11,4,9.5683,37.132,0,0,0
2011,11,4,9.5713,37.133,0,0,0
2011,11,4,9.574,37.135,0,0,0
2011,11,4,9.5776,37.139,0,0,0
2011,11,4,9.5779,37.139,0,0,0
2011,11,4,9.5782,37.143,0,0,0
2011,11,4,9.5808,39.134,0,0,0
2011,11,4,9.5825,37.154,0,0,0
2011,11,4,9.5863,37.16,0,0,0
2011,11,4,9.5978,37.179,0,0,0
2011,11,4,9.6021,37.183,0,0,0
2011,11,4,10.005,39.144,0,0,0
2011,11,4,10.066,39.393,1,1,1
2011,11,4,10.074,39.301,0,0,0
2011,11,4,10.082,39.398,0,0,0
2011,11,4,10.09,39.413,0,0,0
2011,11,4,10.094,39.424,0,0,0
2011,11,4,10.095,39.395,0,0,0
2011,11,4,10.1,39.251,0,0,0
2011,11,4,10.1,39.339,0,0,0
2011,11,4,10.105,39.253,0,0,0
2011,11,4,10.106,39.262,0,0,0
2011,11,4,10.107,39.369,0,0,0
2011,11,4,10.108,39.385,0,0,0
2011,11,4,10.117,39.26,0,0,0
2011,11,4,10.128,39.272,0,0,0
2011,11,4,10.142,39.285,0,0,0
2011,11,4,10.145,39.251,0,0,0
2011,11,4,10.147,39.262,0,0,0
2011,11,4,10.15,39.247,0,0,0
2011,11,4,10.181,39.363,0,0,0
2011,11,4,10.189,39.408,0,0,0
2011,11,4,10.189,39.352,0,0,0
2011,11,4,10.191,39.383,0,0,0
2011,11,4,10.193,39.435,0,0,0
2011,11,4,10.194,39.39,0,0,0
2011,11,4,10.197,39.346,0,0,0
2011,11,4,10.201,39.403,0,0,0
2011,11,4,10.202,39.419,0,0,0
2011,11,4,10.219,39.411,0,0,0
2011,11,4,10.222,39.41,0,0,0
2011,11,4,10.234,39.43,0,0,0
2011,11,4,11.714,38.768,0,0,0
2011,11,4,11.719,38.743,0,0,0
2011,11,4,11.75,38.748,0,0,0
2011,11,5,8.3598,37.527,0,0,0
2011,11,5,8.3612,37.541,0,0,0
2011,11,5,8.3647,38.017,0,0,0
2011,11,5,8.9684,37.496,0,0,0
2011,11,5,8.9699,37.493,0,0,0
2011,11,5,8.9708,37.483,1,1,1
2011,11,5,8.9709,37.488,0,0,0
2011,11,5,8.9743,37.481,1,1,1
2011,11,5,8.9796,37.475,0,0,0
2011,11,5,8.9816,37.465,0,0,0
2011,11,5,8.9875,37.466,0,0,0
2011,11,5,9.0284,37.442,0,0,0
2011,11,5,9.0287,37.439,0,0,0
2011,11,5,9.0331,37.421,0,0,0
2011,11,5,9.039,37.455,0,0,0
2011,11,5,9.0428,37.451,0,0,0
2011,11,5,9.054,37.443,0,0,0
2011,11,5,11.649,38.928,0,0,0
2011,11,5,11.665,38.839,0,0,0
2011,11,5,11.682,38.795,0,0,0
2011,11,5,11.684,38.927,0,0,0
2011,11,6,9.4196,42.043,1,1,1
2011,11,6,11.557,38.964,0,0,0
2011,11,6,11.582,38.975,0,0,0
2011,11,6,11.602,38.952,0,0,0
2011,11,6,11.613,38.925,0,0,0
2011,11,6,11.679,38.884,0,0,0
2011,11,6,11.705,38.912,0,0,0
2011,11,6,11.71,38.952,0,0,0
2011,11,6,11.725,38.927,0,0,0
2011,11,6,11.767,38.718,0,0,0
2011,11,6,11.813,38.579,0,0,0
2011,11,7,8.5155,38.396,0,0,0
2011,11,7,8.8533,38.804,1,1,1
2011,11,7,8.9669,37.922,0,0,0
2011,11,7,9.1169,42.081,0,0,0
2011,11,7,9.3477,42.11,0,0,0
2011,11,7,9.404,42.741,0,0,0
2011,11,7,9.4076,42.736,0,0,0
2011,11,7,9.4833,42.208,0,0,0
2011,11,7,9.4834,42.208,0,0,0
2011,11,7,9.4907,42.647,0,0,0
2011,11,7,9.5343,42.537,0,0,0
2011,11,7,11.721,39.009,0,0,0
2011,11,7,11.728,38.98,0,0,0
2011,11,7,11.747,39.01,0,0,0
2011,11,7,11.776,39.022,0,0,0
2011,11,8,8.3601,37.524,0,0,0
2011,11,8,9.0102,38.122,0,0,0
2011,11,8,9.0179,38.223,0,0,0
2011,11,8,9.0339,38.24,0,0,0
2011,11,8,9.4557,42.242,0,0,0
2011,11,8,9.4868,42.215,0,0,0
2011,11,8,9.4882,42.248,0,0,0
2011,11,8,9.4955,42.303,0,0,0
2011,11,9,9.4405,41.775,0,0,0
2011,11,9,9.4476,41.839,0,0,0
2011,11,9,9.4476,41.839,0,0,0
2011,11,9,9.4478,41.834,0,0,0
2011,11,9,9.4866,42.214,0,0,0
2011,11,9,9.4879,42.235,0,0,0
2011,11,10,8.5735,38.071,0,0,0
2011,11,10,8.5837,38.073,0,0,0
2011,11,10,8.8586,38.802,0,0,0
2011,11,10,8.8871,37.796,0,0,0
2011,11,10,8.8874,38.796,0,0,0
2011,11,10,8.8888,38.798,1,1,1
2011,11,10,8.8985,38.813,1,1,1
2011,11,10,9.0107,38.088,0,0,0
2011,11,10,9.4159,41.617,0,0,0
2011,11,10,9.4401,41.71,0,0,0
2011,11,11,9.1827,41.054,0,0,0
2011,11,11,9.2185,41.275,0,0,0
2011,11,11,9.2192,41.107,0,0,0
2011,11,11,9.4102,41.598,0,0,0
2011,11,12,8.5827,37.566,0,0,0
2011,11,12,8.5866,37.282,0,0,0
2011,11,12,8.587,37.36,0,0,0
2011,11,12,8.5901,37.314,0,0,0
2011,11,12,8.592,37.42,0,0,0
2011,11,12,8.5933,37.467,0,0,0
2011,11,12,8.5955,37.374,0,0,0
2011,11,12,8.596,38.002,0,0,0
2011,11,12,8.5981,38.037,0,0,0
2011,11,12,9.2088,41.338,0,0,0
2011,11,12,9.2745,41.353,0,0,0
2011,11,12,9.29,41.388,0,0,0
2011,11,12,9.3142,41.433,0,0,0
2011,11,13,8.5933,37.437,0,0,0
2011,11,13,9.0371,40.907,0,0,0
2011,11,13,9.0694,38.597,0,0,0
2011,11,13,9.0753,41.162,0,0,0
2011,11,13,9.0796,41.148,0,0,0
2011,11,13,9.0995,39.056,0,0,0
2011,11,13,9.1136,39.088,0,0,0
2011,11,13,9.128,41.223,0,0,0
2011,11,13,9.1477,39.127,0,0,0
2011,11,13,9.2229,39.196,0,0,0
2011,11,13,9.3148,39.266,2,1,1
2011,11,14,8.5946,39.152,0,0,0
2011,11,14,8.6686,39.171,0,0,0
2011,11,14,8.8679,38.803,1,1,1
2011,11,14,8.8795,38.826,0,0,0
2011,11,14,8.8812,39.039,0,0,0
2011,11,14,8.8935,38.851,0,0,0
2011,11,14,8.8946,38.837,0,0,0
2011,11,14,8.9101,39.062,0,0,0
2011,11,14,8.945,39.092,0,0,0
2011,11,14,9.1715,41.306,0,0,0
2011,11,14,9.2067,41.801,0,0,0
2011,11,14,9.2082,41.814,0,0,0
2011,11,14,9.2342,41.813,0,0,0
2011,11,14,9.2342,41.814,0,0,0
2011,11,14,9.3582,39.399,1,2,1
2011,11,14,9.3647,39.3,0,0,0
2011,11,14,9.3698,39.226,0,0,0
2011,11,14,9.3869,39.399,0,0,0
2011,11,14,9.3892,39.268,2,1,1
2011,11,14,9.3929,39.341,1,1,1
2011,11,14,9.3995,39.301,1,1,1
2011,11,15,4.8963,38.151,1,2,1
2011,11,15,4.8969,38.152,2,2,1
2011,11,15,4.8973,38.15,2,3,1
2011,11,15,5.0774,38.253,2,3,1
2011,11,15,5.0791,38.255,2,3,1
2011,11,15,5.0818,38.252,3,3,1
2011,11,15,5.6948,38.255,2,3,1
2011,11,15,5.6961,38.257,2,3,1
2011,11,15,5.6982,38.258,2,3,1
2011,11,15,5.7024,38.258,1,3,1
2011,11,15,5.7061,38.264,1,3,1
2011,11,15,5.73,38.273,1,3,1
2011,11,15,5.7708,38.263,1,1,1
2011,11,15,5.7709,38.267,0,0,0
2011,11,15,5.7727,38.263,2,3,1
2011,11,15,5.7774,38.249,0,0,0
2011,11,15,5.7775,38.26,1,3,1
2011,11,15,5.7794,38.365,1,3,1
2011,11,15,5.7804,38.366,3,3,1
2011,11,15,5.7804,38.252,2,3,1
2011,11,15,5.7824,38.367,2,3,1
2011,11,15,5.7834,38.375,2,3,1
2011,11,15,5.7888,38.366,2,3,1
2011,11,15,5.7888,38.366,3,3,1
2011,11,15,5.7902,38.31,1,3,1
2011,11,15,5.7904,38.278,2,3,1
2011,11,15,5.7905,38.319,2,3,1
2011,11,15,5.7906,38.268,1,3,1
2011,11,15,5.7909,38.309,2,3,1
2011,11,15,5.7928,38.347,2,3,1
2011,11,15,5.7928,38.298,1,3,1
2011,11,15,5.7929,38.347,2,3,1
2011,11,15,5.7957,38.34,2,3,1
2011,11,15,5.7972,38.288,1,3,1
2011,11,15,5.7976,38.306,1,3,1
2011,11,15,5.7999,38.331,0,0,0
2011,11,15,5.8046,38.267,2,3,1
2011,11,15,5.8177,38.267,1,3,1
2011,11,15,5.8185,38.27,2,3,1
2011,11,15,5.8191,38.273,1,1,1
2011,11,15,5.8212,38.292,1,2,1
2011,11,15,5.8219,38.263,1,1,1
2011,11,15,5.8235,38.276,1,3,1
2011,11,15,5.8243,38.283,1,2,1
2011,11,15,5.8261,38.279,1,2,1
2011,11,15,5.8266,38.287,1,3,1
2011,11,15,5.8278,38.258,1,3,1
2011,11,15,5.8303,38.287,1,1,1
2011,11,15,5.8319,38.257,1,3,1
2011,11,15,5.8402,38.259,1,3,1
2011,11,15,6.3737,39.174,0,0,0
2011,11,15,6.4001,38.584,0,0,0
2011,11,15,6.4008,38.582,0,0,0
2011,11,15,6.4008,38.583,0,0,0
2011,11,15,6.4009,38.583,0,0,0
2011,11,15,6.5857,39.116,0,0,0
2011,11,15,6.5917,39.005,0,0,0
2011,11,15,7.0011,39.976,0,0,0
2011,11,15,7.0013,39.051,0,0,0
2011,11,15,7.0018,39.015,0,0,0
2011,11,15,7.0119,38.523,0,0,0
2011,11,15,7.0132,38.595,0,0,0
2011,11,15,7.0142,39.793,0,0,0
2011,11,15,7.0145,38.553,0,0,0
2011,11,15,7.0242,38.494,0,0,0
2011,11,15,7.0917,38.412,0,0,0
2011,11,15,7.1045,38.393,0,0,0
2011,11,15,7.1125,38.373,0,0,0
2011,11,15,7.1175,39.133,0,0,0
2011,11,15,7.1737,38.383,1,1,1
2011,11,15,7.1822,39.193,0,0,0
2011,11,15,7.234,39.402,1,2,1
2011,11,15,7.2519,39.152,0,0,0
2011,11,15,7.2537,39.133,0,0,0
2011,11,15,7.2538,39.145,0,0,0
2011,11,15,7.2548,38.473,3,3,1
2011,11,15,7.2633,38.516,3,3,1
2011,11,15,7.2733,39.134,0,0,0
2011,11,15,7.2809,39.533,0,0,0
2011,11,15,7.3013,39.672,0,0,0
2011,11,15,7.3114,39.574,0,0,0
2011,11,15,7.3137,39.172,0,0,0
2011,11,15,7.3214,38.556,0,0,0
2011,11,15,7.3215,38.541,1,1,1
2011,11,15,7.3257,39.151,0,0,0
2011,11,15,7.3357,39.595,0,0,0
2011,11,15,7.3622,38.331,1,1,1
2011,11,15,7.3758,39.425,1,1,1
2011,11,15,7.3809,39.132,0,0,0
2011,11,15,7.4019,39.003,0,0,0
2011,11,15,7.4117,39.096,0,0,0
2011,11,15,7.4145,39.451,0,0,0
2011,11,15,7.4321,39.014,0,0,0
2011,11,15,7.4326,39.432,0,0,0
2011,11,15,7.4353,39.093,0,0,0
2011,11,15,7.452,39.055,0,0,0
2011,11,15,7.4528,39.415,1,1,1
2011,11,15,7.4614,39.091,0,0,0
2011,11,15,7.463,39.024,0,0,0
2011,11,15,7.4747,39.401,1,1,1
2011,11,15,7.4814,39.083,0,0,0
2011,11,15,7.4829,39.04,0,0,0
2011,11,15,7.4915,39.294,0,0,0
2011,11,15,7.4916,39.384,0,0,0
2011,11,15,7.4922,39.02,0,0,0
2011,11,15,7.5011,39.381,0,0,0
2011,11,15,7.5126,39.076,0,0,0
2011,11,15,7.5329,39.072,0,0,0
2011,11,15,7.5422,39.365,0,0,0
2011,11,15,7.5423,39.551,0,0,0
2011,11,15,7.5432,39.073,0,0,0
2011,11,15,7.5623,39.36,0,0,0
2011,11,15,7.5759,39.341,0,0,0
2011,11,15,7.7144,38.754,1,2,1
2011,11,15,7.7337,38.042,1,1,1
2011,11,15,8.0249,39.334,0,0,0
2011,11,15,8.0434,39.325,0,0,0
2011,11,15,8.0547,39.304,0,0,0
2011,11,15,8.0934,39.285,0,0,0
2011,11,15,8.1434,39.35,0,0,0
2011,11,15,8.1534,39.305,0,0,0
2011,11,15,8.1545,39.522,0,0,0
2011,11,15,8.1557,39.295,0,0,0
2011,11,15,8.1642,39.461,1,1,1
2011,11,15,8.1643,39.445,0,0,0
2011,11,15,8.1658,39.253,1,1,1
2011,11,15,8.166,39.405,1,1,1
2011,11,15,8.1853,39.204,1,1,1
2011,11,15,8.4436,39.325,0,0,0
2011,11,15,8.4939,39.46,0,0,0
2011,11,15,8.5033,39.434,1,1,1
2011,11,15,8.5122,39.405,0,0,0
2011,11,15,8.5137,39.384,0,0,0
2011,11,15,8.5741,39.244,0,0,0
2011,11,15,8.6921,39.032,1,1,1
2011,11,15,8.7312,39.208,1,1,1
2011,11,15,8.7835,39.327,0,0,0
2011,11,15,8.9093,39.414,0,0,0
2011,11,15,9.1315,41.814,0,0,0
2011,11,15,9.1647,41.791,0,0,0
2011,11,15,9.2005,41.788,0,0,0
2011,11,15,9.2313,41.812,0,0,0
2011,11,15,9.3933,39.18,0,0,0
2011,11,15,9.4236,39.15,0,0,0
2011,11,15,9.4516,39.125,1,1,1
2011,11,15,9.4709,39.117,0,0,0
2011,11,15,9.5119,39.125,0,0,0
2011,11,15,9.5252,39.102,0,0,0
2011,11,16,10.429,39.249,0,0,0
2011,11,16,10.458,39.218,0,0,0
2011,11,17,9.3976,42.107,0,0,0
2011,11,17,10.442,39.191,1,3,1
2011,11,17,10.456,39.266,1,3,1
2011,11,17,10.484,39.285,0,0,0
2011,11,17,10.499,39.315,0,0,0
2011,11,17,10.515,39.273,0,0,0
2011,11,17,10.52,39.342,1,3,1
2011,11,17,10.546,39.369,1,1,1
2011,11,18,10.571,39.396,0,0,0
2011,11,18,10.584,39.433,1,2,1
2011,12,9,9.0356,38.303,0,0,0
2011,12,9,9.0356,39.303,0,0,0
2011,12,9,9.047,38.291,0,0,0
2011,12,9,9.0786,38.263,0,0,0
2011,12,9,9.1104,38.244,0,0,0
2011,12,9,9.1466,38.238,0,0,0
2011,12,9,9.167,38.226,0,0,0
2011,12,25,11.214,37.252,0,0,0
2011,12,25,11.516,37.252,0,0,0
2011,12,25,11.526,37.252,0,0,0
2011,12,25,11.542,37.252,0,0,0
2011,12,26,11.244,38.136,0,0,0
2011,12,26,11.335,38.125,0,0,0
2011,12,26,11.395,38.166,0,0,0
2011,12,26,11.455,38.164,0,0,0
